scalar,2,3,-1,1,-1,-0.5,-1,-1,1,1,1,-2,,,,,,,,,,,,,rand scalar,1,scalar,200,,Base Ticket Price,60,
8/15/2013,0,0,0,6,31,0,4,Fog,41,37,33,50,,0,0,0,-0.73 ,-0.28 , 0.26 , 0.04 ,-1.00 , 0.50 , 3.38 ,, 2.18 ,0.6198785326, 2.80 ," 2,560 ",,0,60," 153,600 "
8/16/2013,0,1,0,6,31,0,6,Fog-Rain,50,44,39,80,,0,3,0,-0.73 ,-0.28 , 0.26 ,-0.71 ,-3.00 , 0.85 , 0.57 ,,-0.03 ,0.7802987695, 0.75 ," 2,150 ",,0,60," 129,000 "
8/17/2013,0,1,0,6,31,0,2,Fog-Rain,50,44,39,80,,0,3,0,-0.73 ,-0.28 , 0.26 , 0.79 ,-3.00 , 0.85 , 0.57 ,, 1.47 ,0.6380222833, 2.11 ," 2,422 ",,0,60," 145,320 "
8/18/2013,0,1,0,7,50,0,6,Fog,51,46,42,80,,0,3,0,-0.68 ,-1.10 , 0.26 ,-0.71 ,-1.00 , 0.95 , 0.57 ,, 1.30 ,0.1991233155, 1.50 ," 2,301 ",,0,60," 138,060 "
8/19/2013,0,0,0,7,50,0,5,Fog,51,46,42,80,,0,0,0,-0.68 ,-1.10 , 0.26 ,-0.33 ,-1.00 , 0.95 , 0.57 ,,-1.32 ,0.3643217732,-0.96 ," 1,809 ",,0,60," 108,540 "
8/20/2013,0,0,0,7,50,0,3,Fog,55,50,46,80,,0,0,0,-0.68 ,-1.10 , 0.26 , 0.42 ,-1.00 , 1.15 , 0.57 ,,-0.37 ,0.1521249386,-0.22 ," 1,957 ",,0,60," 117,420 "
8/21/2013,0,0,0,7,50,0,3,Fog,60,55,50,80,,0,0,0,-0.68 ,-1.10 , 0.26 , 0.42 ,-1.00 , 1.40 , 0.57 ,,-0.12 ,0.0937753087,-0.03 ," 1,995 ",,0,60," 119,700 "
8/22/2013,0,0,0,7,50,0.26,6,Fog-Rain,59,54,48,50,,0,0,0,-0.68 ,-1.10 ,-0.04 ,-0.71 ,-3.00 , 1.35 , 3.38 ,,-0.79 ,0.4410577931,-0.35 ," 1,931 ",,0,60," 115,860 "
8/23/2013,0,1,0,7,50,0,4,Fog,48,44,39,80,,0,3,0,-0.68 ,-1.10 , 0.26 , 0.04 ,-1.00 , 0.85 , 0.57 ,, 1.96 ,0.7647160981, 2.72 ," 2,544 ",,0,60," 152,640 "
8/24/2013,0,1,0,7,50,0,1,0,51,46,41,80,,0,3,0,-0.68 ,-1.10 , 0.26 , 1.17 , -   , 0.95 , 0.57 ,, 4.18 ,0.1425562147, 4.32 ," 2,865 ",,0,60," 171,900 "
8/25/2013,0,1,0,9,31,0.02,3,0,55,48,41,80,,0,3,0,-0.57 ,-0.28 , 0.24 , 0.42 , -   , 1.05 , 0.57 ,, 4.43 ,0.934786218, 5.36 ," 3,073 ",,0,60," 184,380 "
8/26/2013,0,0,0,9,31,0.66,0,Fog-Rain,51,46,41,80,,0,0,0,-0.57 ,-0.28 ,-0.51 , 1.54 ,-3.00 , 0.95 , 0.57 ,,-1.29 ,0.78146919,-0.51 ," 1,898 ",,0,60," 113,880 "
8/27/2013,0,0,0,9,31,0,5,Fog,59,54,50,80,,0,0,0,-0.57 ,-0.28 , 0.26 ,-0.33 ,-1.00 , 1.35 , 0.57 ,,-0.00 ,0.2258317999, 0.23 ," 2,045 ",,0,60," 122,700 "
8/28/2013,0,0,0,9,31,0.13,5,Fog-Rain,60,54,48,80,,0,0,0,-0.57 ,-0.28 , 0.11 ,-0.33 ,-3.00 , 1.35 , 0.57 ,,-2.15 ,0.6726579028,-1.48 ," 1,704 ",,0,60," 102,240 "
8/29/2013,0,0,0,9,31,0.14,4,Fog-Rain,51,48,46,50,,0,0,0,-0.57 ,-0.28 , 0.10 , 0.04 ,-3.00 , 1.05 , 3.38 ,, 0.72 ,0.5550884285, 1.28 ," 2,256 ",,0,60," 135,360 "
8/30/2013,0,1,0,9,31,0.17,6,Fog-Rain,53,50,46,80,,0,3,0,-0.57 ,-0.28 , 0.06 ,-0.71 ,-3.00 , 1.15 , 0.57 ,, 0.23 ,0.4277321424, 0.65 ," 2,131 ",,0,60," 127,860 "
8/31/2013,0,1,0,9,31,0.2,0,Fog-Rain,55,52,50,80,,0,3,0,-0.57 ,-0.28 , 0.03 , 1.54 ,-3.00 , 1.25 , 0.57 ,, 2.54 ,0.4206467664, 2.96 ," 2,593 ",,0,60," 155,580 "
9/1/2013,0,1,0,9,14,0.63,6,Fog-Rain,59,55,51,100,,0,3,0,-0.57 , 0.45 ,-0.47 ,-0.71 ,-3.00 , 1.40 ,-1.30 ,,-1.20 ,0.9914041108,-0.21 ," 1,957 ",,0,60," 117,420 "
9/2/2013,0,0,0,9,14,0.74,8,Fog-Rain-Thunderstorm,53,52,50,100,,0,0,0,-0.57 , 0.45 ,-0.60 ,-1.46 ,-3.00 , 1.25 ,-1.30 ,,-5.23 ,0.8926720908,-4.34 ," 1,132 ",,0,60," 67,920 "
9/3/2013,0,0,0,9,14,0.05,4,Fog-Rain,51,48,44,100,,0,0,0,-0.57 , 0.45 , 0.20 , 0.04 ,-3.00 , 1.05 ,-1.30 ,,-3.13 ,0.6654732341,-2.46 ," 1,508 ",,0,60," 90,480 "
9/4/2013,0,0,0,9,14,0.98,3,Fog-Rain,44,42,39,100,,0,0,0,-0.57 , 0.45 ,-0.88 , 0.42 ,-3.00 , 0.75 ,-1.30 ,,-4.13 ,0.3196346017,-3.81 ," 1,237 ",,0,60," 74,220 "
9/5/2013,0,0,0,9,14,0.05,5,Fog-Rain,41,34,26,50,,0,0,0,-0.57 , 0.45 , 0.20 ,-0.33 ,-3.00 , 0.36 , 3.38 ,, 0.48 ,0.3010634063, 0.79 ," 2,157 ",,0,60," 129,420 "
9/6/2013,0,1,0,9,14,0,1,Fog,44,35,26,100,,0,3,0,-0.57 , 0.45 , 0.26 , 1.17 ,-1.00 , 0.41 ,-1.30 ,, 2.41 ,0.6423202734, 3.05 ," 2,610 ",,0,60," 156,600 "
9/7/2013,0,1,0,9,14,0.22,6,Fog-Rain,50,44,39,100,,0,3,0,-0.57 , 0.45 , 0.01 ,-0.71 ,-3.00 , 0.85 ,-1.30 ,,-1.28 ,0.6491870868,-0.63 ," 1,875 ",,0,60," 112,500 "
9/8/2013,0,1,0,8,0,0.82,6,Fog-Rain,41,34,26,100,,0,3,0,-0.63 , 1.05 ,-0.69 ,-0.71 ,-3.00 , 0.36 ,-1.30 ,,-1.92 ,0.9928605002,-0.93 ," 1,814 ",,0,60," 108,840 "
9/9/2013,0,0,0,8,0,0,5,Fog,44,35,26,100,,0,0,0,-0.63 , 1.05 , 0.26 ,-0.33 ,-1.00 , 0.41 ,-1.30 ,,-1.54 ,0.5467313305,-1.00 ," 1,800 ",,0,60," 108,000 "
9/10/2013,0,0,0,8,0,0.31,3,Fog-Rain,59,49,41,100,,0,0,0,-0.63 , 1.05 ,-0.10 , 0.42 ,-3.00 , 1.10 ,-1.30 ,,-2.46 ,0.1259115669,-2.33 ," 1,534 ",,0,60," 92,040 "
9/11/2013,0,0,0,8,0,0,5,Fog-Rain-Hail-Thunderstorm,62,58,51,100,,0,0,0,-0.63 , 1.05 , 0.26 ,-0.33 ,-3.00 , 1.55 ,-1.30 ,,-2.40 ,0.8554865008,-1.54 ," 1,691 ",,0,60," 101,460 "
9/12/2013,0,0,0,8,0,2.25,8,Fog-Rain-Thunderstorm,55,50,46,50,,0,0,0,-0.63 , 1.05 ,-2.36 ,-1.46 ,-3.00 , 1.15 , 3.38 ,,-1.86 ,0.5334480533,-1.32 ," 1,735 ",,0,60," 104,100 "
9/13/2013,0,1,0,8,0,0.28,8,Fog-Rain,46,42,37,100,,0,3,0,-0.63 , 1.05 ,-0.06 ,-1.46 ,-3.00 , 0.75 ,-1.30 ,,-1.65 ,0.5207382191,-1.13 ," 1,775 ",,0,60," 106,500 "
9/14/2013,0,1,0,8,0,0.07,4,Fog-Rain,41,36,30,100,,0,3,0,-0.63 , 1.05 , 0.18 , 0.04 ,-3.00 , 0.46 ,-1.30 ,,-0.20 ,0.1507894592,-0.05 ," 1,990 ",,0,60," 119,400 "
9/15/2013,0,1,0,9,0,0,3,Fog,42,36,30,100,,0,3,0,-0.57 , 1.05 , 0.26 , 0.42 ,-1.00 , 0.46 ,-1.30 ,, 2.31 ,0.4374203165, 2.75 ," 2,549 ",,0,60," 152,940 "
9/16/2013,0,0,0,9,0,0.15,8,Fog-Rain,37,28,19,100,,0,0,0,-0.57 , 1.05 , 0.09 ,-1.46 ,-3.00 , 0.06 ,-1.30 ,,-5.14 ,0.439776975,-4.70 ," 1,060 ",,0,60," 63,600 "
9/17/2013,0,0,0,9,0,0,1,Fog,46,32,19,100,,0,0,0,-0.57 , 1.05 , 0.26 , 1.17 ,-1.00 , 0.26 ,-1.30 ,,-0.14 ,0.1424681058, 0.00 ," 2,001 ",,0,60," 120,060 "
9/18/2013,0,0,0,9,0,0,1,0,50,44,39,100,,0,0,0,-0.57 , 1.05 , 0.26 , 1.17 , -   , 0.85 ,-1.30 ,, 1.46 ,0.9570437097, 2.42 ," 2,483 ",,0,60," 148,980 "
9/19/2013,0,0,0,9,0,0,1,0,51,48,46,50,,0,0,0,-0.57 , 1.05 , 0.26 , 1.17 , -   , 1.05 , 3.38 ,, 6.34 ,0.6459518052, 6.99 ," 3,398 ",,0,60," 203,880 "
9/20/2013,0,1,0,9,0,0,3,0,57,50,44,100,,0,3,0,-0.57 , 1.05 , 0.26 , 0.42 , -   , 1.15 ,-1.30 ,, 4.01 ,0.0785020753, 4.09 ," 2,817 ",,0,60," 169,020 "
9/21/2013,0,1,0,9,0,0.32,5,Fog-Rain,48,45,42,100,,0,3,0,-0.57 , 1.05 ,-0.11 ,-0.33 ,-3.00 , 0.90 ,-1.30 ,,-0.37 ,0.1973034597,-0.17 ," 1,966 ",,0,60," 117,960 "
9/22/2013,0,1,0,13,0,1.55,0,Fog-Rain,48,38,28,100,,0,3,0,-0.36 , 1.05 ,-1.54 , 1.54 ,-3.00 , 0.55 ,-1.30 ,,-0.06 ,0.1929726908, 0.13 ," 2,027 ",,0,60," 121,620 "
9/23/2013,0,0,0,13,0,0.01,0,Fog-Snow,26,24,23,100,,0,0,0,-0.36 , 1.05 , 0.25 , 1.54 ,-2.00 ,-0.14 ,-1.30 ,,-0.96 ,0.1353582852,-0.83 ," 1,834 ",,0,60," 110,040 "
9/24/2013,0,0,0,13,0,0.01,2,Fog,32,28,24,100,,0,0,0,-0.36 , 1.05 , 0.25 , 0.79 ,-1.00 , 0.06 ,-1.30 ,,-0.52 ,0.1204294323,-0.40 ," 1,921 ",,0,60," 115,260 "
9/25/2013,0,0,0,13,0,0,1,Fog,39,36,32,100,,0,0,0,-0.36 , 1.05 , 0.26 , 1.17 ,-1.00 , 0.46 ,-1.30 ,, 0.27 ,0.9758763709, 1.25 ," 2,249 ",,0,60," 134,940 "
9/26/2013,0,0,0,13,0,0,0,0,42,37,32,50,,0,0,0,-0.36 , 1.05 , 0.26 , 1.54 , -   , 0.50 , 3.38 ,, 6.38 ,0.7847592756, 7.17 ," 3,433 ",,0,60," 205,980 "
9/27/2013,0,1,0,13,0,0,3,Fog,44,40,35,100,,0,3,0,-0.36 , 1.05 , 0.26 , 0.42 ,-1.00 , 0.65 ,-1.30 ,, 2.72 ,0.6057412256, 3.32 ," 2,665 ",,0,60," 159,900 "
9/28/2013,0,1,0,13,0,0,1,Fog,48,42,37,100,,0,3,0,-0.36 , 1.05 , 0.26 , 1.17 ,-1.00 , 0.75 ,-1.30 ,, 3.57 ,0.2631687191, 3.83 ," 2,766 ",,0,60," 165,960 "
9/29/2013,0,1,0,12,0,0,1,0,51,48,44,100,,0,3,0,-0.42 , 1.05 , 0.26 , 1.17 , -   , 1.05 ,-1.30 ,, 4.82 ,0.7696332359, 5.59 ," 3,117 ",,0,60," 187,020 "
9/30/2013,0,0,0,12,0,0,1,0,51,46,42,100,,0,0,0,-0.42 , 1.05 , 0.26 , 1.17 , -   , 0.95 ,-1.30 ,, 1.72 ,0.2498753213, 1.97 ," 2,393 ",,0,60," 143,580 "
10/1/2013,0,0,0,12,0,0,1,Fog,51,46,41,100,,0,0,0,-0.42 , 1.05 , 0.26 , 1.17 ,-1.00 , 0.95 ,-1.30 ,, 0.72 ,0.0056552358, 0.72 ," 2,144 ",,0,60," 128,640 "
10/2/2013,0,0,0,12,0,0.05,4,Fog,46,44,39,100,,0,0,0,-0.42 , 1.05 , 0.20 , 0.04 ,-1.00 , 0.85 ,-1.30 ,,-0.57 ,0.2878366625,-0.28 ," 1,944 ",,0,60," 116,640 "
10/3/2013,0,0,0,12,0,0,2,0,42,40,37,50,,0,0,0,-0.42 , 1.05 , 0.26 , 0.79 , -   , 0.65 , 3.38 ,, 5.73 ,0.0736622533, 5.80 ," 3,160 ",,0,60," 189,600 "
10/4/2013,0,1,0,12,0,0,6,Fog,46,42,38,100,,0,3,0,-0.42 , 1.05 , 0.26 ,-0.71 ,-1.00 , 0.75 ,-1.30 ,, 1.64 ,0.884500094, 2.52 ," 2,505 ",,0,60," 150,300 "
10/5/2013,0,1,0,12,0,0.01,6,Fog-Rain,42,40,39,100,,0,3,0,-0.42 , 1.05 , 0.25 ,-0.71 ,-3.00 , 0.65 ,-1.30 ,,-0.47 ,0.3516796972,-0.12 ," 1,976 ",,0,60," 118,560 "
10/6/2013,0,1,0,9,0,0.54,8,Fog-Rain,44,42,39,100,,0,3,0,-0.57 , 1.05 ,-0.37 ,-1.46 ,-3.00 , 0.75 ,-1.30 ,,-1.90 ,0.2394422442,-1.66 ," 1,668 ",,0,60," 100,080 "
10/7/2013,0,0,0,9,0,1.34,0,Fog-Rain,50,42,35,100,,0,0,0,-0.57 , 1.05 ,-1.30 , 1.54 ,-3.00 , 0.75 ,-1.30 ,,-2.83 ,0.4432962029,-2.38 ," 1,524 ",,0,60," 91,440 "
10/8/2013,0,0,0,9,0,0,2,Fog,39,30,24,100,,0,0,0,-0.57 , 1.05 , 0.26 , 0.79 ,-1.00 , 0.16 ,-1.30 ,,-0.61 ,0.7450139679, 0.13 ," 2,026 ",,0,60," 121,560 "
10/9/2013,0,0,0,9,0,0,2,0,51,45,39,100,,0,0,0,-0.57 , 1.05 , 0.26 , 0.79 , -   , 0.90 ,-1.30 ,, 1.13 ,0.5095651045, 1.64 ," 2,328 ",,0,60," 139,680 "
10/10/2013,0,0,0,9,0,0,6,0,51,48,46,50,,0,0,0,-0.57 , 1.05 , 0.26 ,-0.71 , -   , 1.05 , 3.38 ,, 4.47 ,0.808056073, 5.27 ," 3,055 ",,0,60," 183,300 "
10/11/2013,0,1,0,9,0,0,5,Fog,51,46,41,100,,0,3,0,-0.57 , 1.05 , 0.26 ,-0.33 ,-1.00 , 0.95 ,-1.30 ,, 2.06 ,0.2630426583, 2.32 ," 2,464 ",,0,60," 147,840 "
10/12/2013,0,1,0,9,0,0,1,Fog,46,42,39,100,,0,3,0,-0.57 , 1.05 , 0.26 , 1.17 ,-1.00 , 0.75 ,-1.30 ,, 3.36 ,0.1215236029, 3.48 ," 2,696 ",,0,60," 161,760 "
10/13/2013,0,1,0,11,0,0,2,0,44,42,39,100,,0,3,0,-0.47 , 1.05 , 0.26 , 0.79 , -   , 0.75 ,-1.30 ,, 4.09 ,0.8505020377, 4.94 ," 2,988 ",,0,60," 179,280 "
10/14/2013,0,0,0,11,0,0.02,5,Fog-Rain,48,44,39,100,,0,0,0,-0.47 , 1.05 , 0.24 ,-0.33 ,-3.00 , 0.85 ,-1.30 ,,-2.96 ,0.561663931,-2.40 ," 1,520 ",,0,60," 91,200 "
10/15/2013,0,0,0,11,0,0,5,Fog,42,40,37,100,,0,0,0,-0.47 , 1.05 , 0.26 ,-0.33 ,-1.00 , 0.65 ,-1.30 ,,-1.14 ,0.2662530981,-0.87 ," 1,826 ",,0,60," 109,560 "
10/16/2013,0,0,0,11,0,0,6,Fog,46,42,37,100,,0,0,0,-0.47 , 1.05 , 0.26 ,-0.71 ,-1.00 , 0.75 ,-1.30 ,,-1.41 ,0.2915398402,-1.12 ," 1,776 ",,0,60," 106,560 "
10/17/2013,0,0,0,11,0,0.25,6,Fog-Rain,44,40,35,50,,0,0,0,-0.47 , 1.05 ,-0.03 ,-0.71 ,-3.00 , 0.65 , 3.38 ,, 0.88 ,0.8406202644, 1.72 ," 2,344 ",,0,60," 140,640 "
10/18/2013,0,1,0,11,0,0.56,0,Fog-Rain,41,34,26,100,,0,3,0,-0.47 , 1.05 ,-0.39 , 1.54 ,-3.00 , 0.36 ,-1.30 ,, 0.79 ,0.7588434513, 1.55 ," 2,310 ",,0,60," 138,600 "
10/19/2013,0,1,0,11,0,0,6,Fog-Snow,35,30,26,100,,0,3,0,-0.47 , 1.05 , 0.26 ,-0.71 ,-2.00 , 0.16 ,-1.30 ,,-0.01 ,0.9358343042, 0.92 ," 2,185 ",,0,60," 131,100 "
10/20/2013,0,1,0,14,0,0.11,6,Fog-Snow,32,28,23,100,,0,3,0,-0.31 , 1.05 , 0.13 ,-0.71 ,-2.00 , 0.06 ,-1.30 ,,-0.08 ,0.8182038239, 0.74 ," 2,147 ",,0,60," 128,820 "
10/21/2013,0,0,0,14,0,0,7,Fog,33,28,23,100,,0,0,0,-0.31 , 1.05 , 0.26 ,-1.08 ,-1.00 , 0.06 ,-1.30 ,,-2.33 ,0.2010984956,-2.13 ," 1,575 ",,0,60," 94,500 "
10/22/2013,0,0,0,14,0,0.3,8,Fog-Snow,32,26,19,100,,0,0,0,-0.31 , 1.05 ,-0.09 ,-1.46 ,-2.00 ,-0.04 ,-1.30 ,,-4.15 ,0.4732682705,-3.68 ," 1,264 ",,0,60," 75,840 "
10/23/2013,0,0,1,14,0,0.01,7,Fog-Snow,23,20,17,100,,0,0,-1,-0.31 , 1.05 , 0.25 ,-1.08 ,-2.00 ,-0.34 ,-1.30 ,,-4.74 ,0.8690338256,-3.87 ," 1,226 ",,0,60," 73,560 "
10/24/2013,0,0,1,14,0,0.06,0,Fog-Snow,17,14,12,50,,0,0,-1,-0.31 , 1.05 , 0.19 , 1.54 ,-2.00 ,-0.64 , 3.38 ,, 2.22 ,0.6728708376, 2.89 ," 2,578 ",,0,60," 154,680 "
10/25/2013,0,1,1,14,0,0.01,0,Fog-Snow,15,14,12,100,,0,3,-1,-0.31 , 1.05 , 0.25 , 1.54 ,-2.00 ,-0.64 ,-1.30 ,, 0.59 ,0.104826831, 0.70 ," 2,139 ",,0,60," 128,340 "
10/26/2013,0,1,1,14,0,0.08,7,Fog-Snow,19,14,10,100,,0,3,-1,-0.31 , 1.05 , 0.17 ,-1.08 ,-2.00 ,-0.64 ,-1.30 ,,-2.12 ,0.1072695407,-2.01 ," 1,598 ",,0,60," 95,880 "
10/27/2013,0,1,1,16,0,0.08,0,Fog-Snow,21,18,15,100,,0,3,-1,-0.21 , 1.05 , 0.17 , 1.54 ,-2.00 ,-0.44 ,-1.30 ,, 0.81 ,0.6890915683, 1.50 ," 2,301 ",,0,60," 138,060 "
10/28/2013,0,0,1,16,0,0,1,Fog-Snow,23,16,10,100,,0,0,-1,-0.21 , 1.05 , 0.26 , 1.17 ,-2.00 ,-0.54 ,-1.30 ,,-2.57 ,0.4487699182,-2.12 ," 1,576 ",,0,60," 94,560 "
10/29/2013,0,0,1,16,0,0,2,0,19,16,14,100,,0,0,-1,-0.21 , 1.05 , 0.26 , 0.79 , -   ,-0.54 ,-1.30 ,,-0.94 ,0.2579969231,-0.69 ," 1,863 ",,0,60," 111,780 "
10/30/2013,0,0,1,16,0,0.01,8,Fog-Snow,19,14,12,100,,0,0,-1,-0.21 , 1.05 , 0.25 ,-1.46 ,-2.00 ,-0.64 ,-1.30 ,,-5.31 ,0.2563006449,-5.05 , 990 ,,0,60," 59,400 "
10/31/2013,0,0,1,16,0,0.78,7,Fog-Rain,41,30,19,50,,0,0,-1,-0.21 , 1.05 ,-0.65 ,-1.08 ,-3.00 , 0.16 , 3.38 ,,-1.35 ,0.4337932442,-0.91 ," 1,818 ",,0,60," 109,080 "
11/1/2013,0,1,1,16,0,0.6,6,Fog-Rain,46,38,30,100,,0,3,-1,-0.21 , 1.05 ,-0.44 ,-0.71 ,-3.00 , 0.55 ,-1.30 ,,-2.05 ,0.402910782,-1.65 ," 1,671 ",,0,60," 100,260 "
11/2/2013,0,1,1,16,0,0.05,4,Fog-Snow,30,28,26,100,,0,3,-1,-0.21 , 1.05 , 0.20 , 0.04 ,-2.00 , 0.06 ,-1.30 ,,-0.16 ,0.7175860158, 0.56 ," 2,112 ",,0,60," 126,720 "
11/3/2013,0,1,1,18,0,0,4,Fog-Snow,24,14,5,100,,0,3,-1,-0.10 , 1.05 , 0.26 , 0.04 ,-2.00 ,-0.64 ,-1.30 ,,-0.69 ,0.4995769244,-0.19 ," 1,962 ",,0,60," 117,720 "
11/4/2013,0,0,1,18,0,0,1,0,24,15,6,100,,0,0,-1,-0.10 , 1.05 , 0.26 , 1.17 , -   ,-0.59 ,-1.30 ,,-0.51 ,0.6130512385, 0.10 ," 2,020 ",,0,60," 121,200 "
11/5/2013,0,0,1,18,0,0,3,Fog,30,26,21,100,,0,0,-1,-0.10 , 1.05 , 0.26 , 0.42 ,-1.00 ,-0.04 ,-1.30 ,,-1.72 ,0.3092528337,-1.41 ," 1,719 ",,0,60," 103,140 "
11/6/2013,0,0,1,18,0,0,5,Fog,39,34,30,100,,0,0,-1,-0.10 , 1.05 , 0.26 ,-0.33 ,-1.00 , 0.36 ,-1.30 ,,-2.07 ,0.2011752687,-1.87 ," 1,627 ",,0,60," 97,620 "
11/7/2013,0,0,1,18,0,0.18,0,Fog-Rain-Snow,37,24,12,50,,0,0,-1,-0.10 , 1.05 , 0.05 , 1.54 ,-3.00 ,-0.14 , 3.38 ,, 1.79 ,0.6882030459, 2.47 ," 2,495 ",,0,60," 149,700 "
11/8/2013,0,1,1,18,0,0.34,0,Fog-Snow,12,10,8,100,,0,3,-1,-0.10 , 1.05 ,-0.13 , 1.54 ,-2.00 ,-0.84 ,-1.30 ,, 0.22 ,0.0899554007, 0.31 ," 2,061 ",,0,60," 123,660 "
11/9/2013,0,1,1,18,0,0.18,7,Fog-Snow,19,12,6,100,,0,3,-1,-0.10 , 1.05 , 0.05 ,-1.08 ,-2.00 ,-0.74 ,-1.30 ,,-2.12 ,0.5075974353,-1.62 ," 1,677 ",,0,60," 100,620 "
11/10/2013,0,1,1,19,0,0.67,0,Fog-Snow,23,19,15,100,,0,3,-1,-0.05 , 1.05 ,-0.52 , 1.54 ,-2.00 ,-0.39 ,-1.30 ,, 0.33 ,0.1404977185, 0.47 ," 2,095 ",,0,60," 125,700 "
11/11/2013,0,0,1,19,0,0.61,3,Fog-Snow,17,14,10,100,,0,0,-1,-0.05 , 1.05 ,-0.45 , 0.42 ,-2.00 ,-0.64 ,-1.30 ,,-3.97 ,0.1682875627,-3.80 ," 1,239 ",,0,60," 74,340 "
11/12/2013,0,0,1,19,0,0.57,0,Fog-Snow,17,8,0,100,,0,0,-1,-0.05 , 1.05 ,-0.40 , 1.54 ,-2.00 ,-0.94 ,-1.30 ,,-3.10 ,0.3676500472,-2.73 ," 1,454 ",,0,60," 87,240 "
11/13/2013,0,0,1,19,0,0.06,4,Fog-Snow,12,3,-4,100,,0,0,-1,-0.05 , 1.05 , 0.19 , 0.04 ,-2.00 ,-1.19 ,-1.30 ,,-4.25 ,0.4179526258,-3.84 ," 1,233 ",,0,60," 73,980 "
11/14/2013,0,0,1,19,0,0.01,6,Fog-Snow,24,17,10,50,,0,0,-1,-0.05 , 1.05 , 0.25 ,-0.71 ,-2.00 ,-0.49 , 3.38 ,, 0.44 ,0.211672249, 0.65 ," 2,129 ",,0,60," 127,740 "
11/15/2013,0,1,1,19,0,0,6,0,30,26,23,100,,0,3,-1,-0.05 , 1.05 , 0.26 ,-0.71 , -   ,-0.04 ,-1.30 ,, 1.21 ,0.1124545066, 1.32 ," 2,265 ",,0,60," 135,900 "
11/16/2013,0,1,1,19,0,0,4,0,32,29,26,100,,0,3,-1,-0.05 , 1.05 , 0.26 , 0.04 , -   , 0.11 ,-1.30 ,, 2.11 ,0.3501634118, 2.46 ," 2,492 ",,0,60," 149,520 "
11/17/2013,0,1,1,20,0,0.3,5,Fog-Rain,39,32,26,100,,0,3,-1, 0.00 , 1.05 ,-0.09 ,-0.33 ,-3.00 , 0.26 ,-1.30 ,,-1.41 ,0.4539126421,-0.96 ," 1,808 ",,0,60," 108,480 "
11/18/2013,0,0,1,20,0,0.74,5,Fog-Rain-Snow,41,30,17,100,,0,0,-1, 0.00 , 1.05 ,-0.60 ,-0.33 ,-3.00 , 0.16 ,-1.30 ,,-5.02 ,0.6203268364,-4.40 ," 1,119 ",,0,60," 67,140 "
11/19/2013,0,0,1,20,0,0.28,0,Fog-Snow,17,9,1,100,,0,0,-1, 0.00 , 1.05 ,-0.06 , 1.54 ,-2.00 ,-0.89 ,-1.30 ,,-2.66 ,0.9974239196,-1.66 ," 1,668 ",,0,60," 100,080 "
11/20/2013,0,0,1,20,0,0.02,2,Fog-Snow,26,12,1,100,,0,0,-1, 0.00 , 1.05 , 0.24 , 0.79 ,-2.00 ,-0.74 ,-1.30 ,,-2.96 ,0.7844072781,-2.17 ," 1,566 ",,0,60," 93,960 "
11/21/2013,0,0,1,20,0,0,5,0,30,24,19,50,,0,0,-1, 0.00 , 1.05 , 0.26 ,-0.33 , -   ,-0.14 , 3.38 ,, 3.22 ,0.9520214971, 4.18 ," 2,835 ",,0,60," 170,100 "
11/22/2013,0,1,1,20,0,0.42,7,Fog-Snow,28,26,24,100,,0,3,-1, 0.00 , 1.05 ,-0.23 ,-1.08 ,-2.00 ,-0.04 ,-1.30 ,,-1.60 ,0.7184751304,-0.88 ," 1,823 ",,0,60," 109,380 "
11/23/2013,0,1,1,20,0,0.52,0,Fog-Snow,23,10,-4,100,,0,3,-1, 0.00 , 1.05 ,-0.34 , 1.54 ,-2.00 ,-0.84 ,-1.30 ,, 0.11 ,0.6530214413, 0.77 ," 2,153 ",,0,60," 129,180 "
11/24/2013,0,1,1,25,0,0.15,0,Fog-Snow,-5,-10,-14,100,,0,3,-1, 0.27 , 1.05 , 0.09 , 1.54 ,-2.00 ,-1.84 ,-1.30 ,,-0.19 ,0.3459140516, 0.16 ," 2,031 ",,0,60," 121,860 "
11/25/2013,0,0,1,25,0,0,6,Fog-Snow,14,0,-14,100,,0,0,-1, 0.27 , 1.05 , 0.26 ,-0.71 ,-2.00 ,-1.34 ,-1.30 ,,-4.77 ,0.9893643521,-3.78 ," 1,244 ",,0,60," 74,640 "
11/26/2013,0,0,1,25,0,0.12,8,Fog-Snow,24,15,6,100,,0,0,-1, 0.27 , 1.05 , 0.12 ,-1.46 ,-2.00 ,-0.59 ,-1.30 ,,-4.91 ,0.9757060148,-3.94 ," 1,213 ",,0,60," 72,780 "
11/27/2013,0,0,1,25,0,1,0,Fog-Rain-Snow,41,26,12,100,,0,0,-1, 0.27 , 1.05 ,-0.90 , 1.54 ,-3.00 ,-0.04 ,-1.30 ,,-3.39 ,0.8723597997,-2.51 ," 1,497 ",,0,60," 89,820 "
11/28/2013,0,0,1,25,0,0.14,0,Fog-Snow,10,2,-7,50,,0,0,-1, 0.27 , 1.05 , 0.10 , 1.54 ,-2.00 ,-1.24 , 3.38 ,, 2.11 ,0.2615592408, 2.37 ," 2,473 ",,0,60," 148,380 "
11/29/2013,0,1,1,25,0,0,2,Fog-Snow,-5,-7,-9,100,,0,3,-1, 0.27 , 1.05 , 0.26 , 0.79 ,-2.00 ,-1.69 ,-1.30 ,,-0.62 ,0.6140118637,-0.00 ," 1,999 ",,0,60," 119,940 "
